CITY_NAME,LATITUDE,LONGITUDE
Erie,42.08305556,-80.17388889
Escanaba,45.72277778,-87.09361111
Estherville,43.4075,-94.74638889
Eufaula,31.95138889,-85.12888889
Eugene,44.12444444,-123.21194444
Eureka,53.46712962666667,-108.64277777666666
Eva Creek,64.04194444,-148.86305556
Evanston,41.27472222,-111.03472222
Evansville,38.04083333,-87.52861111
Eveleth,47.42416667,-92.49666667
Everett,47.90694444,-122.28166667
Evergreen,31.415,-87.04333333
Excursion Inlet,58.42083333,-135.44722222
Fairbanks,64.695462965,-147.67499999999998
Fairbanks/Ft. Wainwright,64.36361111,-147.36388889
Fairbanks1,65.04472222,-145.42305556
Fairburn,43.725,-103.35
Fairfield,38.26444444,-121.92416667
Fairhope,30.46055556,-87.87694444
Fairmont,43.64388889,-94.41555556
Fairmount Island,60.89611111,-147.44666667
Fajardo,18.30888889,-65.66166667
Fallbrook,33.35416667,-117.25083333
Fallon,39.458472225,-118.72375
Falls Bay,60.51666667,-148.0
Falls Church,38.83333333,-77.11666667
Falmouth,41.65916667,-70.52277778
False Island,57.51666667,-135.21666667
False Pass,54.84777778,-163.40722222
Farewell,62.50916667,-153.89027778
Fargo,46.92055556,-96.81583333
Farmington,38.10268518666667,-92.73583333333333
Faro,62.20694444,-133.37333333
Faulkton,45.03055556,-99.11277778
Fayetteville,35.6121527775,-86.59312499999999
Fergus Falls,46.28444444,-96.15666667
Fernandina Beach,30.61194444,-81.46111111
Fillmore,38.95805556,-112.36305556
Findlay,41.01194444,-83.66861111
Fire Cove,55.77777778,-131.5375
Fire Island,61.16833333,-150.16055556
Fishers Island,41.25138889,-72.03166667
Fitchburg,42.55416667,-71.75888889
Fitiuta Village,-14.21583333,-169.42388889
Five Mile Camp,65.92694444,-149.84
Flagstaff,35.14027778,-111.66916667
Flat,62.45277778,-157.98916667
Flaxman Island,70.17305556,-146.85555556
Flin Flon,54.67805556,-101.68194444
Flint,42.96555556,-83.74472222
Flora,38.665,-88.45305556
Florence,39.08402778,-101.91763889
Fogo,49.6575,-54.2375
Fond Du Lac,43.77111111,-88.48833333
Forest City,43.23472222,-93.62416667
Fort A P Hill,38.06861111,-77.31888889
Fort Bragg,37.30319444,-101.36583333499999
Fort Bridger,41.39333333,-110.40583333
Fort Chimo,58.10194444,-68.40666667
Fort Chipewyan,58.7675,-111.1175
Fort Collins,40.58722222,-105.04027778
Fort Collins/Loveland,40.45194444,-105.01138889
Fort Dix,40.01555556,-74.59166667
Fort Dodge,42.55111111,-94.19194444
Fort Drum,44.05583333,-75.71944444
Fort Frances,48.65444444,-93.44055556
Fort George,53.82111111,-79.005
Fort Glenn,53.36666667,-167.88333333
Fort Good Hope,66.26666667,-128.65
Fort Huachuca,31.58833333,-110.34444444
Fort Jefferson,24.62861111,-82.87333333
Fort Knox,37.90722222,-85.97166667
Fort Lauderdale,26.134444445,-80.160277775
Fort Leonard Wood,37.74166667,-92.14083333
Fort Madison,40.65916667,-91.32777778
Fort McMurray,56.65333333,-111.22333333
Fort McPherson,67.40694444,-134.85972222
Fort Meade,39.08527778,-76.75944444
Fort Myers,26.56138889,-81.80930555500001
Fort Nelson,58.83638889,-122.59694444
Fort Norman,64.91666667,-125.56666667
Fort Payne,34.47361111,-85.72138889
Fort Pierce,27.4975,-80.37277778
Fort Polk,31.04472222,-93.19166667
Fort Resolution,61.18083333,-113.68972222
Fort Scott,37.79833333,-94.76944444
Fort Severn,56.01888889,-87.67611111
Fort Sill,34.64972222,-98.40222222
Fort Simpson,61.76027778,-121.23666667
Fort Smith,47.678472225,-103.16472222
Fort St. John,56.23833333,-120.74027778
Fort Wayne,40.97833333,-85.19527778
Fort Worth,32.73018518666667,-97.31666666666666
Fort Yukon,66.5725,-145.24638889
Fortuna,40.55388889,-124.13277778
Fortuna Ledge,61.8675,-162.06736111499998
Fosston,47.59277778,-95.77361111
Frankfort,41.403472225,-85.55375000000001
Franklin,35.22222222,-83.42
Franklin/Oil City,41.3775,-79.86055556
Frazer Lake,57.20833333,-154.08611111
Frederick,36.88486111,-88.179166665
Fredericton,45.86888889,-66.53722222
Freeport,42.24611111,-89.58194444
Fremont,41.372916665000005,-89.779166665
Frenchville,47.28555556,-68.31277778
Fresh Water Bay,57.85,-134.98333333
Fresno,36.754444445,-119.769583335
Friday Harbor,48.52972222,-123.016388885
Front Royal,38.9175,-78.25333333
Fryeburg,43.99111111,-70.94777778
Ft. Stockton,30.91527778,-102.91277778
Fullerton,33.87194444,-117.97972222
Fulton,43.35083333,-76.38805556
Funter Bay Alaska,58.25,-134.9
Gadsden,33.97277778,-86.08916667
Gagnon,51.95416667,-68.13833333
Gahcho,63.43527778,-109.14472222
Gainesville,32.53824074,-87.76638889000002
Gaithersburg,39.16833333,-77.16611111
Galbraith Lake,68.47972222,-149.49
Galena,64.73611111,-156.9375
Galesburg,40.93805556,-90.43111111
Galiano Island,48.89194444,-123.39166667
Galion,40.73611111,-82.75277778
Gallatin,36.375,-86.40833333
Gallup,35.51111111,-108.78944444
Galveston,29.26527778,-94.86055556
Gambell,63.76666667,-171.73277778
Gander,48.93694444,-54.56805556
Ganes Creek,62.97555556,-156.51333333
Ganges Harbor,48.85,-123.5
Garden City,39.33597222,-87.166388885
Gardner,42.55,-72.01611111
Garibaldi,45.41833333,-123.81444444
Garrison,47.65611111,-101.43666667
Gary,41.61722222,-87.41444444
Gaspe,48.77527778,-64.47972222
Gasquet,41.84555556,-123.98472222
Gastonia,35.20277778,-81.15
Gatineau,45.52166667,-75.56361111
Gaylord,45.01305556,-84.70333333
Georgetown,35.2286111125,-85.4294444425
Geraldton,49.77861111,-86.93861111
Gerlach,40.76222222,-119.21083333
Gethsemani,50.33333333,-60.66666667
Gettysburg,39.84138889,-77.27472222
Gila Bend,32.96027778,-112.67361111
Gillam,56.35777778,-94.71083333
Gillette,44.34888889,-105.53944444
Gillies Bay,49.69416667,-124.51777778
Girdwood,60.96888889,-149.11944444
Glacier Creek,61.455,-142.38083333
Gladwin,43.97055556,-84.475
Glasgow,42.622083335,-96.284166665
Glen Canyon,37.54583333,-110.71333333
Glendale,33.52694444,-112.29527778
Glendive,47.13861111,-104.80722222
Gleneden,44.87666667,-124.02861111
Glennallen,62.11861111,-145.55
Glens Falls,43.34111111,-73.61027778
Glenview,42.08333333,-87.81833333
Glenwood Springs,39.50611111,-107.30916667
Globe,33.35305556,-110.66722222
Gold Beach,42.41527778,-124.425
Gold King 2,64.07138889,-148.0
Golden Creek Mine,65.28333333,-153.0
Golden Horn Lodge,59.74694444,-158.87472222
Goldsboro,35.33944444,-77.96055556
Golovin,64.55055556,-163.00722222
Goodland,39.37055556,-101.69888889
Goodnews Bay,59.11777778,-161.57361111
Goodyear,33.42333333,-112.37527778
Goose Bay,57.357083335,-105.13374999999999
Goose Lake,65.55194444,-106.43583333
Gordonville,38.15611111,-78.16583333
Gore Bay,45.88416667,-82.56833333
Gorge Harbor,50.08333333,-124.95
Gorham,44.39361111,-71.19805556
Goshen,41.52638889,-85.79416667
Gothenburg,40.92555556,-100.14666667
Grace Harbor,54.91666667,-132.91666667
Grand Canyon,35.93819444500001,-112.140416665
Grand Forks,48.481388890000005,-107.80222222500001
Grand Island,40.9675,-98.30972222
Grand Junction,39.1225,-108.52666667
Grand Prairie,32.69888889,-97.04694444
Grand Rapids,45.045416665000005,-89.51638889
Grande Prairie,55.18194444,-118.88722222
Grandview,38.85083333,-94.55833333
Grangeville,45.94277778,-116.12305556
Granite Creek Mine,62.36305556,-156.97416667
Granite Mountain,65.47513889,-161.17652778000001
Granite Point,60.96166667,-151.33166667
Grants,35.16722222,-107.90194444
Grants Pass,42.51,-123.38805556
Grass Valley,39.22416667,-121.0025
Grayling,62.89222222,-160.06638889
Great Barrington,42.18416667,-73.40333333
Great Bend,38.34416667,-98.85916667
Great Falls,47.49347222,-111.27875
Greeley,40.42638889,-104.63
Green Bay,44.48472222,-88.12972222
Green River,38.78055556,-110.32916667
Greeneville,36.19138889,-82.81666667
Greens Creek,58.09861111,-134.76
Greensboro,33.59805556,-83.13833333
Greensboro/High Point,36.10138889,-79.94111111
Greenville,35.822453705,-85.73587963166666
Greenway Sound,50.85,-126.85
Greenwood,37.575462959999996,-79.05425926
Greer,34.89555556,-82.21888889
Gregory,43.22166667,-99.40333333
Grenada,33.8325,-89.79805556
Greybull,44.51805556,-108.08305556
Grise Fiord,76.42583333,-82.90805556
Guam,13.505833333333333,144.82574074000001
Gulf Shores,30.28972222,-87.67166667
Gulfport/Biloxi,30.40722222,-89.07
Gulkana,62.155,-145.45444444
Gull Cove,58.21472222,-136.15638889
Gunnison,38.53444444,-106.93166667
Gustavus,58.42527778,-135.7075
Guymon,36.685,-101.50777778
Gwinner,46.218888885,-97.64375000000001
Hagemeister Island,58.75,-160.83333333
Hagerstown,39.70861111,-77.72638889
Haines,59.173194445,-135.45291666499998
Haines Junction,60.78944444,-137.54527778
Half Moon Bay,37.51333333,-122.50111111
Halifax,44.88111111,-63.51055556
Hall Beach,68.77583333,-81.2425
Hallo Bay,58.4575,-154.02333333
Hallock,48.75277778,-96.94305556
Hamilton,41.152277778,-88.42761111
Hammond,30.52166667,-90.41833333
Hampton,42.8425,-82.028333335
Hana,20.79555556,-156.01444444
Hanalei,22.20916667,-159.44555556
Hanapepe,21.89694444,-159.60305556
Hancock/Houghton,47.16833333,-88.48916667
Hanford,36.31666667,-119.62777778
Hanson Island,50.58416667,-126.75166667
Hanus Bay,57.41666667,-135.03333333
Happy Harbour,55.48833333,-132.33333333
Harbor Springs,45.42555556,-84.91333333
Harlingen/San Benito,26.22722222,-97.65527778
Harlowton,46.44861111,-109.85277778
Harrington Harbour,50.5,-59.5
Harrisburg,40.20513889,-76.806944445
Harrison,36.26138889,-93.15472222
Hartford,41.83791667,-72.666388885
Hartsville,34.40305556,-80.11916667
Hastings,40.60527778,-98.42777778
Hatteras,35.23277778,-75.61777778
Hattiesburg,31.265,-89.25277778
Hattiesburg/Laurel,31.46722222,-89.33694444
Havasupai,36.21666667,-112.66666667
Haverhill,44.08027778,-72.00777778
Havre,48.54305556,-109.76222222
Havre St. Pierre,50.28194444,-63.61111111
Hawk Inlet,58.13333333,-134.75
Hawley,46.88388889,-96.35055556
Hawthorne,36.23388889,-118.48388889
Hay River,60.83972222,-115.78277778
Haycock,65.20277778,-161.15277778
Hayden,40.48111111,-107.21777778
Hays,38.84222222,-99.27305556
Hayward,41.842083335,-106.782361115
Hazleton,40.98666667,-75.995
Headland,31.36416667,-85.3125
Healdsburg,38.65277778,-122.89861111
Healy,63.8675,-148.96888889
Hearst,49.71388889,-83.68694444
Hebbronville,27.34944444,-98.73694444
Heber,40.48194444,-111.42888889
Helena,46.60666667,-111.98333333
Hemet,33.73388889,-117.0225
Henderson,37.80777778,-87.68583333
Hereford,34.86083333,-102.32583333
Herendeen,55.80138889,-160.89916667
Hermiston,45.82833333,-119.25916667
Hesperia,34.37694444,-117.31611111
Hiawatha,39.878611115,-95.52388889
Hibbing,47.38666667,-92.83888889
Hickory,35.74111111,-81.38944444
Hidden Falls,57.21666667,-134.88333333
High Level,58.62166667,-117.16472222
Hillsboro,45.54222222,-122.95083333
Hilo,19.72027778,-155.04833333
Hilton Head,32.22444444,-80.6975
Hinesville,31.88833333,-81.56166667
Hobart Bay,57.4,-133.46666667
Hobbs,32.6875,-103.21722222
Hoffman,35.03666667,-79.4975
Hog River,66.17611111,-155.68472222
Hogatza,66.19166667,-155.66888889
Holbrook,34.93861111,-110.14027778
Holikachuk,62.91055556,-159.52777778
Holland,42.769305555,-86.13486111
Hollis,55.48194444,-132.64444444
Hollister,36.89333333,-121.41027778
Holman Island,70.76277778,-117.80611111
Holtville,32.845,-115.26861111
Holy Cross,62.18833333,-159.775
Homer,59.58203703666667,-151.98212963
Homeshore,58.29444444,-135.34722222
Homestead,25.48861111,-80.38361111
Hondo,29.35916667,-99.1775
Honesdale,41.51555556,-75.25166667
Honolulu,21.31777778,-157.92027778
Hood Bay,57.38194444,-134.39527778
Hoolehua,21.15277778,-157.09638889
Hoonah,58.09611111,-135.40888889
Hooper Bay,61.52388889,-166.14666667
Hope,60.90722222,-149.62277778
Hope Bay,68.16388889,-106.61444444
Hopedale,42.10638889,-71.51
Hopkinsville,36.762777775,-87.475555555
Hoquiam,46.97111111,-123.93666667
Hornell,42.38222222,-77.68222222
Hornepayne,49.19305556,-84.75944444
Horseshoe Bay,30.52694444,-98.35888889
Hot Springs,40.01398148333333,-95.84777777666666
Houghton,47.16666667,-88.5
Houlton,46.12472222,-67.79222222
Houma,29.56638889,-90.66055556
Houston,29.747189543529416,-95.42419934705879
Howell,42.62944444,-83.98222222
Hudson,42.29138889,-73.71027778
Hudson's Hope,56.03555556,-121.97583333
Hughes,66.03916667,-154.26472222
Humacao,18.144027780000002,-65.81708333
Huntsville,34.725092589999996,-86.67240740666666
Huron,44.38527778,-98.22861111
Hurricane,37.14027778,-113.30611111
Huslia,65.69777778,-156.35138889
Hutchinson,38.06611111,-97.86055556
Hyannis,41.66944444,-70.28027778
Hydaburg,55.20666667,-132.82666667
Hyder,55.90361111,-130.005
Icy Bay,59.96888889,-141.66166667
Idaho Falls,43.51361111,-112.07083333
Igiugig,59.32416667,-155.90166667
Igloolik,69.36472222,-81.81638889
Iles de la Madeleine,47.42722222,-61.775
Iliamna,59.75555556,-154.91777778
Illinois Creek,64.11666667,-157.35
Immokalee,26.43388889,-81.40055556
Imperial,40.51027778,-101.62027778
Independence,36.987222225,-106.991944445
Independence Creek,65.67361111,-162.46416667
Indian Creek,44.76111111,-115.10722222
Indian Head,38.59694444,-77.0725
Indian Springs,36.58722222,-115.67333333
Indiana,40.63111111,-79.10166667
Indianapolis,39.830740741666666,-86.14523148166667
International Falls,48.56555556,-93.40222222
International Seafoods,58.26666667,-157.53333333
Inuvik,68.29305556,-133.4875
Inyokern,35.65861111,-117.82944444
Iowa City,41.63972222,-91.54805556
Iqaluit,63.75666667,-68.55611111
Iron Mountain/Kingsfd,45.81833333,-88.11444444
Ironwood,46.5275,-90.13138889
Isabel Pass,63.5,-145.03333333
Island Lake,53.85722222,-94.65361111
Isle Royale Park,47.83333333,-88.83333333
Islesboro,44.3025,-68.91055556
Islip,40.79527778,-73.10027778
Ithaca/Cortland,42.49138889,-76.45861111
Ivanof Bay,55.9,-159.48333333
Ivatuk,68.48777778,-155.7575
Ivotuk,68.48333333,-155.73333333
Jackpot,41.97583333,-114.65805556
Jackson,39.487166666,-93.864277778
Jackson/Vicksburg,32.31111111,-90.07583333
Jacksonville,32.25791666625,-85.77913194375
Jacksonville/Camp Lejeune,34.82916667,-77.61222222
Jamestown,44.541527775000006,-88.96805556000001
Jasper,34.48125,-86.449583335
Jean,35.76833333,-115.32972222
Jefferson,37.976944445,-82.12916666999999
Jefferson City,38.59111111,-92.15611111
Jeffersonville,38.36555556,-85.73805556
Jensens Strip,57.95,-157.05
Jericho,66.01861111,-111.45194444
Jerome,42.72666667,-114.45666667
John Day,44.40277778,-118.96777778
Johnny Mountain,56.66666667,-131.11666667
Johnston Island,16.73055556,-169.53527778
Johnstone Point,60.48166667,-146.58416667
Johnstown,41.656805559999995,-76.58208333
Jonesboro,35.83166667,-90.64638889
Joplin,37.15305556,-94.49888889
Josephine Lake,55.24361111,-132.57333333
Junction,30.51111111,-99.76277778
Juneau,58.328194445,-134.50138888499998
Jupiter,26.90805556,-80.32833333
Kaanapali,20.94583333,-156.69305556
Kachemak Bay,59.63333333,-151.20833333
Kahli Cove,55.92638889,-133.25277778
Kahului,20.89861111,-156.43055556
Kake,56.97333333,-133.94388889
Kako,61.89888889,-161.43972222
Kaktovik,70.17277778,-146.83611111
Kalakaket,64.42444444,-156.84333333
Kalamazoo,42.23444444,-85.55166667
Kalaupapa,21.21111111,-156.97361111
Kalispell,48.244583335,-114.27986111000001
Kalskag,61.53583333,-160.34555556
Kaltag,64.31888889,-158.74138889
Kamloops,50.7025,-120.44861111
Kamuela,20.00138889,-155.66805556
Kanab,37.01055556,-112.53138889
Kaneohe,21.45055556,-157.76805556
Kangiqsujuaq,61.58861111,-71.92944444
Kangirsuk,60.02722222,-69.99916667
Kankakee,41.07138889,-87.84638889
Kansas City,39.19018518666666,-94.63555555666666
Kantishna,63.54111111,-150.995
Kapalua,20.96305556,-156.67305556
Kapolei,21.308055555,-158.07263889
Kapuskasing,49.41166667,-82.46833333
Karluk,57.56611111,-154.45388889
Karluk Lake,57.36777778,-154.02527778
Karluk Portage,57.53833333,-154.16444444
Karta Lake,55.56222222,-132.63055556
Kasaan,55.53777778,-132.39583333
Kasba Lake,60.29319444,-102.50097222
Kashvik Bay,57.96666667,-155.13333333
Kasigluk,60.87333333,-162.52444444
Kasitsna Bay,59.46972222,-151.57111111
Katmai Bay,58.0,-154.96666667
Katmai Lodge,59.07,-156.04833333
Katmai National Park,58.235,-155.10361111
Kattiniq,61.66222222,-73.32138889
Kavik River,69.67722222,-146.89916667
Kayenta,36.71638889,-110.22833333
Kearney,40.72694444,-99.00666667
Keene,42.89833333,-72.27083333
Kekaha,22.02277778,-159.785
Kelleys Island,41.60305556,-82.685
Kelowna,49.95722222,-119.37777778
Kelp Bay,57.55,-134.86666667
Kelso,46.11805556,-122.89833333
Kemmerer,41.82416667,-110.55694444
Kenai,60.57333333,-151.24472222
Kenansville,35.0,-77.98166667
Kenmore,47.75472222,-122.25916667
Kennesaw,34.01305556,-84.59694444
Kennett,36.22583333,-90.03666667
Kennewick,46.21861111,-119.21
Kenora,49.78833333,-94.36305556
Kenosha,42.59555556,-87.92777778
Kent,41.15138889,-81.415
Keokuk,40.46,-91.42861111
Kernville,35.72833333,-118.41972222
Kerrville,29.97666667,-99.08555556
Ketchikan,55.49703704,-131.66027777666667
Key Lake,57.25638889,-105.6175
Key Largo,25.32361111,-80.27638888499999
Key West,24.565416665,-81.723055555
Keyes Point,60.15,-154.61666667
Kiana,66.97583333,-160.43666667
Kiavak,57.01666667,-153.66666667
Killdeer,47.39138889,-102.77194444
Killeen,31.076527775000002,-97.75763889000001
Kiluda Bay,57.32305556,-153.14944444
Kimball,41.18805556,-103.6775
Kimmirut/Lake Harbour,62.85,-69.88333333
Kindred,46.64861111,-96.99888889
King Cove,55.11638889,-162.26611111
King Salmon,58.67638889,-156.64861111
Kingman,35.25944444,-113.93805556
Kingston,43.105555554999995,-75.280555555
Kingsville,27.50444444,-97.80833333
Kinston,35.33138889,-77.60888889
Kipnuk,59.93166667,-164.02805556
Kirkland Lake,48.21027778,-79.98138889
Kirksville,40.09333333,-92.545
Kitchener,43.46083333,-80.37861111
Kitoi Bay,58.19166667,-152.35
Kivalina,67.73611111,-164.56361111
Kizhuyak,57.66416667,-153.01638889
Klag Bay,57.64472222,-136.09305556
Klamath Falls,42.15611111,-121.73305556
Klawock,55.566944445000004,-133.08888889
Knob Noster,38.73027778,-93.54777778
Knoxville,38.555555555,-88.55402778
Koala Mine,64.69,-110.62
Kobuk,66.91222222,-156.89722222
Kodiak,57.787037036666675,-152.41611111333333
Kodiak Island,57.78083333,-152.39111111
Kogru River,70.57472222,-152.25888889
Kokhanok,59.43333333,-154.8025
Kokomo/Logansport/Peru,40.52777778,-86.05972222
Koliganek,59.72666667,-157.26027778
Kona,19.73888889,-156.04555556
Kona Village,19.64722222,-156.01194444
Kongiganak,59.96166667,-162.88055556
Kosciusko,33.09027778,-89.54194444
Kotlik,63.03055556,-163.53277778
Kotzebue,66.88472222,-162.59805556
Kougarok,65.65555556,-165.35638889
Koyuk,64.93944444,-161.15416667
Koyukuk,64.87583333,-157.73055556
Kugaaruk,68.53583333,-89.80527778
Kugluktuk/Coppermine,67.81666667,-115.14388889
Kugururok River,68.30694444,-161.4
Kulik Lake,58.965,-155.09555556
Kuparuk,70.36222222,-149.02833333
Kuujjuarapik,55.28194444,-77.76527778
Kwethluk,60.79027778,-161.44361111
Kwigillingok,59.87555556,-163.16805556
La Crosse,43.87916667,-91.25666667
La Grande,49.457361109999994,-97.85513889
La Grande 4,53.75472222,-73.67527778
La Junta,38.05,-103.50972222
La Macaza,46.40916667,-74.78
La Porte,41.5725,-86.73444444
La Tabatiere,50.83083333,-58.97555556
La Tuque,47.40972222,-72.78888889
La Verne,34.09166667,-117.78166667
LaGrange,33.00888889,-85.0725
Labouchere Bay,56.28333333,-133.65
Lac La Ronge,55.15138889,-105.26694444
Laconia,43.57305556,-71.41777778
Lafayette,35.4564583325,-87.56826389
Lake Charles,30.183055556666663,-93.16990740666667
Lake City,30.18194444,-82.57694444
Lake Florence,57.81666667,-134.58333333
Lake Geneva,42.61444444,-88.39
Lake Hasselborg,57.7,-134.26666667
Lake Havasu City,34.514722219999996,-114.35972222
Lake Jackson,29.03833333,-95.45694444
Lake Minchumina,63.88583333,-152.30194444
Lake Placid,44.26444444,-73.96194444
Lake Providence,32.82583333,-91.18777778
Lake Simcoe,44.48611111,-79.55555556
Lake Tahoe,38.89388889,-119.99527778
Lake of the Ozarks,38.09611111,-92.54944444
Lakehurst,40.035,-74.35222222
Lakeland,27.98888889,-82.01861111
Lakeport,38.99055556,-122.90083333
Lakeview,42.16111111,-120.39916667
Lakewood,40.06694444,-74.1775
Lamar,38.06972222,-102.68861111
Lanai,20.78555556,-156.95138889
Lancaster,38.206296296666665,-92.39009259
Lancaster Cove,55.21666667,-132.08638889
Land O' Lakes,46.15416667,-89.21194444
Lander,42.81555556,-108.72833333
Lanett,32.81194444,-85.22972222
Lansdowne House,52.19555556,-87.93416667
Lansing,42.77861111,-84.58611111
Laramie,41.31194444,-105.675
Laredo,27.579861115,-99.49083333499999
Larsen Bay,57.535,-153.97666667
Las Cruces,32.28944444,-106.92194444
Las Vegas,36.030722224,-113.13155555399999
Lathrop,37.83666667,-121.27222222
Lathrop Wells,36.63472222,-116.4125
Latrobe,40.27305556,-79.41027778
Laura Lake,58.36194444,-152.31222222
Laurel,38.68875,-98.96611111
Lawrence,40.864166665,-83.17
Lawrenceburg,35.23444444,-87.25805556
Lawrenceville,36.371111115000005,-85.78402778
Lawton/Fort Sill,34.56777778,-98.41666667
Lazy Bay,56.89583333,-154.24583333
Leadville,39.21944444,-106.31638889
Leaf Rapids,56.51333333,-99.98527778
Leavenworth,39.36833333,-94.91472222
Lebanon,36.919305555,-89.48402778
Lebanon-Hanover,43.62611111,-72.30416667
Lebel-sur-Quevillon,49.03027778,-77.01722222
Leesburg,33.95041667,-79.682916665
Lemesurier Island,58.28444444,-136.08472222
Lemoore,36.33305556,-119.95222222
Leonardtown,38.31527778,-76.55
Lethbridge,49.63027778,-112.79972222
Levelland,33.55,-102.36666667
Levelock,59.12694444,-156.86
Lewisburg,36.682638885,-83.601666665
Lewiston,46.37444444,-117.01527778
Lewiston/Auburn,44.04833333,-70.28361111
Lewistown,47.04916667,-109.46666667
Lexington,38.97277778,-89.56703703666666
Libby,48.28388889,-115.49027778
Liberal,37.04388889,-100.96
Lihue,21.97611111,-159.33888889
Lik,68.08333333,-163.16666667
Lik Camp,68.16666667,-163.2
Lima,40.735416665,-84.103055555
Lime Village,61.35916667,-155.44027778
Limestone,46.95055556,-67.88583333
Limon,39.27472222,-103.66583333
Lincoln,40.504722220000005,-93.047083335
Lincolnton,35.48333333,-81.16111111
Linden,40.6175,-74.24444444
Little Port Walter,56.38333333,-134.83333333
Little Rock,34.78125,-92.239444445
Little Squaw,67.57,-148.18388889
Livengood,65.53111111,-148.54111111
Livermore,37.69333333,-121.82027778
Livingston,45.66666667,-110.56666667
Lloydminster,53.31055556,-110.07416667
Lock Haven,41.13583333,-77.42222222
Lodi,38.09166667,-121.35944444
Logan,39.823472225,-96.88374999999999
Lompoc,34.701388890000004,-120.52597222
London,43.03305556,-81.15111111
London/Corbin,37.08694444,-84.0775
Lone Pine,36.58861111,-118.04944444
Lone Rock,43.21194444,-90.17972222
Lonely,70.91083333,-153.24222222
Long Beach,33.81777778,-118.15138889
Long Island,54.9,-132.75
Longmont,40.16166667,-105.16138889
Longview,32.38388889,-94.71138889
Lopez Island,48.48388889,-122.93777778
Lorain/Elyria,41.34416667,-82.17763889
Loring,55.60166667,-131.635
Los Alamos,35.87972222,-106.26861111
Los Angeles,34.10097222,-118.41069444499999
Los Banos,37.06388889,-120.86972222
Lost Harbor,54.22611111,-165.61111111
Lost River,65.39611111,-167.16305556
Louisville,36.51611111333333,-86.82083333333333
Lovelock,40.06638889,-118.565
Lovington,32.95388889,-103.40888889
Lowell,41.23027778,-87.50777778
Lubbock,33.58185185333333,-101.89175926
Ludington,43.9625,-86.40805556
Lufkin,31.23416667,-94.75
Lumberton,37.271944445,-76.93333333
Lupin,65.75916667,-111.25138889
Lynchburg,37.32666667,-79.20111111
Lyndonville,44.56916667,-72.01805556
Lynn Lake,56.86444444,-101.07611111
Mackinac Island,45.865,-84.63722222
Macomb,40.52,-90.6525
Macon,32.71824074333333,-83.60101851666667
Madera,36.98638889,-120.1125
Madison,42.80916666666667,-86.32425926
Madisonville,37.35583333,-87.39833333
Madras,44.67027778,-121.15527778
Malad City,42.17055556,-112.28944444
Malden,36.59833333,-89.9925
Malina Bay,58.17194444,-152.89416667
Malta,48.36694444,-107.91944444
Mammoth Lakes,37.63111111,-118.85138889
Manassas,38.72111111,-77.515
Manchester,42.93277778,-71.43583333
Mandan,46.76805556,-100.89444444
Manhattan/Ft. Riley,39.14111111,-96.67166667
Manicouagan,50.6575,-68.8325
Manistee/Ludington,44.2725,-86.24694444
Manistique,45.97444444,-86.17166667
Manitowaning,45.8425,-81.8575
Manitowoc,44.12888889,-87.68055556
Mankato,44.193333335000005,-93.96180555500001
Manley Hot Springs,64.98805556,-150.6475
Manokotak,58.98166667,-159.05666667
Mansfield,43.54388888666667,-91.11731481333334
Mansons Landing,50.06944444,-124.98333333
Manteo,35.91888889,-75.69555556
Manzanita Lake,55.56666667,-131.05638889
Marana,32.50972222,-111.32527778
Marathon,36.741666665000004,-83.69861111
Marble Canyon,36.772638885,-111.69861111
Marco Island,25.995,-81.6725
Marfa,30.37111111,-104.0175
Marguerite Bay,55.7,-131.63333333
Marietta,33.91444444,-84.51416667
Marina,36.68166667,-121.76166667
Marina del Ray,33.96666667,-118.45
Marinette,45.12666667,-87.63861111
Marion,37.88824074000001,-85.35092592333335
Marion/Herrin,37.755,-89.01111111
Marion/Wytheville,36.89472222,-81.35
Mariposa,37.51083333,-120.03944444
Marlboro,42.34305556,-71.50888889
Marquette,46.35361111,-87.39527778
Marshall,44.482986115,-111.34027777749999
Marshalltown,42.11277778,-92.91777778
Marshfield,43.36722222,-80.43125
Martha's Vineyard,41.39333333,-70.61388889
Martinsburg,39.40222222,-77.98305556
Martinsville,36.62972222,-80.01666667
Marvel Creek Mine,60.90611111,-159.63916667
Mary Esther,30.42777778,-86.68916667
Mary's Harbour,52.30277778,-55.84777778
Marysville,39.48620370333333,-108.78601852000001
Mason City,43.15777778,-93.33111111
Massena,44.93638889,-74.845
Masset,54.02722222,-132.125
Matagami,49.76166667,-77.80277778
Matane,48.85638889,-67.45222222
Mattituck,40.98694444,-72.51916667
Mattoon/Charleston,39.47777778,-88.28
Maxton,34.79222222,-79.36583333
May Creek,61.33611111,-142.68583333
Mayaguez,18.25555556,-67.14833333
Mayfield,36.76972222,-88.58472222
Mayo,63.61666667,-135.86888889
Mayport,30.39138889,-81.42444444
McAlester,34.8825,-95.78333333
McCall,44.88861111,-116.10166667
McCarthy,61.43777778,-142.9025
McComb,31.17833333,-90.47194444
McCook,40.20638889,-100.59194444
McCord,57.13333333,-153.2
McDonald Lake,55.93722222,-131.81277778
McGrath,62.95277778,-155.60694444
McKinley Park,63.68875,-148.85430556
McMinnville,35.69861111,-85.84388889
McPherson,38.3525,-97.69138889
Meadowbank Nunavut,65.025,-96.07111111
